frame_index,unix_ms,read_ms,is_dup,x0_mv,y0_mv,r_mv,theta_deg,noise_mv,pll_a,pll_b,overload_a,overload_b
36,1780759798448,13.354,0,-2.961478e-7,4.729667e-7,5.580331e-7,122.053,8.166344e-7,0,0,0,0
37,1780759798499,13.291,0,-2.939409e-7,4.605455e-7,5.463546e-7,122.548,8.158967e-7,0,0,0,0
38,1780759798549,14.018,0,-2.958877e-7,4.619896e-7,5.486200e-7,122.638,8.148755e-7,0,0,0,0
39,1780759798598,12.427,0,-2.965350e-7,4.488451e-7,5.379544e-7,123.451,8.141124e-7,0,0,0,0
40,1780759798649,13.378,0,-3.024347e-7,4.421782e-7,5.357129e-7,124.371,8.131029e-7,0,0,0,0
41,1780759798698,14.428,0,-3.098502e-7,4.370929e-7,5.357774e-7,125.332,8.124250e-7,0,0,0,0
42,1780759798749,11.760,0,-3.065002e-7,4.328512e-7,5.303796e-7,125.302,8.116019e-7,0,0,0,0
43,1780759798798,13.838,0,-3.074931e-7,4.388394e-7,5.358470e-7,125.019,8.110612e-7,0,0,0,0
44,1780759798850,13.310,0,-3.011579e-7,4.279350e-7,5.232824e-7,125.136,8.105624e-7,0,0,0,0
45,1780759798901,13.342,0,-2.998210e-7,4.315828e-7,5.255058e-7,124.788,8.099447e-7,0,0,0,0
46,1780759798950,12.262,0,-2.973208e-7,4.305675e-7,5.232476e-7,124.626,8.095324e-7,0,0,0,0
47,1780759798998,14.500,0,-2.970753e-7,4.306359e-7,5.231645e-7,124.600,8.090389e-7,0,0,0,0
48,1780759799049,14.572,0,-2.984583e-7,4.315390e-7,5.246935e-7,124.668,8.087339e-7,0,0,0,0
49,1780759799100,14.531,0,-2.966813e-7,4.232025e-7,5.168367e-7,125.032,8.084546e-7,0,0,0,0
50,1780759799150,12.530,0,-2.990199e-7,4.273013e-7,5.215356e-7,124.984,8.081495e-7,0,0,0,0
51,1780759799199,11.953,0,-2.999950e-7,4.229208e-7,5.185162e-7,125.350,8.079585e-7,0,0,0,0
52,1780759799249,13.238,0,-3.080276e-7,4.351054e-7,5.331020e-7,125.296,8.077668e-7,0,0,0,0
53,1780759799297,13.065,0,-3.135839e-7,4.368825e-7,5.377743e-7,125.670,8.076917e-7,0,0,0,0
54,1780759799348,13.314,0,-3.169170e-7,4.334950e-7,5.369863e-7,126.170,8.076480e-7,0,0,0,0
55,1780759799397,14.651,0,-3.216664e-7,4.320887e-7,5.386742e-7,126.666,8.076594e-7,0,0,0,0
56,1780759799448,14.555,0,-3.190672e-7,4.138152e-7,5.225389e-7,127.634,8.076987e-7,0,0,0,0
57,1780759799499,12.251,0,-3.228367e-7,4.114083e-7,5.229535e-7,128.122,8.078011e-7,0,0,0,0
58,1780759799549,13.240,0,-3.195124e-7,3.975478e-7,5.100318e-7,128.789,8.078940e-7,0,0,0,0
59,1780759799600,13.302,0,-3.166789e-7,3.955962e-7,5.067365e-7,128.678,8.079971e-7,0,0,0,0
60,1780759799650,14.265,0,-3.098138e-7,3.897722e-7,4.979025e-7,128.480,8.080550e-7,0,0,0,0
61,1780759799698,13.988,0,-2.986477e-7,3.749956e-7,4.793872e-7,128.534,8.080572e-7,0,0,0,0
62,1780759799748,12.123,0,-2.936776e-7,3.670566e-7,4.700820e-7,128.663,8.080029e-7,0,0,0,0
63,1780759799797,14.360,0,-2.875476e-7,3.488129e-7,4.520554e-7,129.501,8.079203e-7,0,0,0,0
64,1780759799847,14.555,0,-2.934876e-7,3.479938e-7,4.552303e-7,130.143,8.077829e-7,0,0,0,0
65,1780759799898,14.671,0,-2.987139e-7,3.390625e-7,4.518776e-7,131.380,8.076765e-7,0,0,0,0
66,1780759799950,14.224,0,-3.067213e-7,3.424827e-7,4.597525e-7,131.847,8.075329e-7,0,0,0,0
67,1780759800000,12.335,0,-3.106877e-7,3.442116e-7,4.636901e-7,132.070,8.073294e-7,0,0,0,0
68,1780759800050,13.292,0,-3.114618e-7,3.448646e-7,4.646935e-7,132.087,8.071367e-7,0,0,0,0
69,1780759800099,11.935,0,-3.169253e-7,3.526096e-7,4.741046e-7,131.949,8.068611e-7,0,0,0,0
70,1780759800149,13.276,0,-3.258092e-7,3.517910e-7,4.794878e-7,132.804,8.066174e-7,0,0,0,0
71,1780759800200,13.250,0,-3.461458e-7,3.692531e-7,5.061272e-7,133.150,8.063643e-7,0,0,0,0
72,1780759800251,13.302,0,-3.573929e-7,3.751939e-7,5.181700e-7,133.608,8.060470e-7,0,0,0,0
73,1780759800300,12.184,0,-3.662905e-7,3.838681e-7,5.305879e-7,133.658,8.057797e-7,0,0,0,0
74,1780759800351,12.492,0,-3.717673e-7,3.946772e-7,5.422002e-7,133.288,8.054171e-7,0,0,0,0
75,1780759800401,13.159,0,-3.711330e-7,3.934649e-7,5.408829e-7,133.327,8.050688e-7,0,0,0,0
76,1780759800450,12.241,0,-3.766039e-7,4.007879e-7,5.499649e-7,133.218,8.045309e-7,0,0,0,0
77,1780759800499,13.906,0,-3.717235e-7,3.924914e-7,5.405810e-7,133.443,8.040570e-7,0,0,0,0
78,1780759800550,14.229,0,-3.704254e-7,3.976664e-7,5.434644e-7,132.969,8.035157e-7,0,0,0,0
79,1780759800598,13.700,0,-3.671074e-7,3.989600e-7,5.421595e-7,132.619,8.027598e-7,0,0,0,0
80,1780759800649,13.683,0,-3.611397e-7,4.025087e-7,5.407727e-7,131.899,8.021342e-7,0,0,0,0
81,1780759800700,14.147,0,-3.616201e-7,4.058536e-7,5.435865e-7,131.701,8.012701e-7,0,0,0,0
82,1780759800750,14.660,0,-3.545422e-7,3.988391e-7,5.336411e-7,131.635,8.005764e-7,0,0,0,0
83,1780759800801,14.531,0,-3.609414e-7,4.058430e-7,5.431273e-7,131.649,7.998728e-7,0,0,0,0
84,1780759800853,14.322,0,-3.587341e-7,4.065833e-7,5.422179e-7,131.422,7.989314e-7,0,0,0,0
85,1780759800904,14.195,0,-3.557616e-7,4.175419e-7,5.485504e-7,130.432,7.981786e-7,0,0,0,0
86,1780759800954,12.129,0,-3.537696e-7,4.228644e-7,5.513323e-7,129.916,7.971660e-7,0,0,0,0
87,1780759801002,11.714,0,-3.500643e-7,4.198422e-7,5.466374e-7,129.821,7.963701e-7,0,0,0,0
88,1780759801051,13.831,0,-3.507076e-7,4.226586e-7,5.492141e-7,129.685,7.955930e-7,0,0,0,0
89,1780759801103,13.291,0,-3.506002e-7,4.195755e-7,5.467761e-7,129.882,7.945788e-7,0,0,0,0
90,1780759801154,13.246,0,-3.565698e-7,4.348910e-7,5.623808e-7,129.349,7.938675e-7,0,0,0,0
91,1780759801204,14.232,0,-3.560078e-7,4.351776e-7,5.622465e-7,129.286,7.930278e-7,0,0,0,0
92,1780759801254,12.157,0,-3.524828e-7,4.341424e-7,5.592171e-7,129.073,7.924614e-7,0,0,0,0
93,1780759801303,14.378,0,-3.475527e-7,4.297757e-7,5.527206e-7,128.962,7.918188e-7,0,0,0,0
94,1780759801353,12.261,0,-3.412687e-7,4.166456e-7,5.385702e-7,129.320,7.913994e-7,0,0,0,0
95,1780759801403,13.303,0,-3.424912e-7,4.165904e-7,5.393030e-7,129.425,7.910634e-7,0,0,0,0
96,1780759801452,14.614,0,-3.360234e-7,4.010061e-7,5.231803e-7,129.961,7.907058e-7,0,0,0,0
97,1780759801504,14.363,0,-3.373673e-7,4.005095e-7,5.236646e-7,130.109,7.904861e-7,0,0,0,0
98,1780759801554,12.200,0,-3.333606e-7,3.916794e-7,5.143365e-7,130.401,7.902494e-7,0,0,0,0
99,1780759801604,13.305,0,-3.201515e-7,3.794988e-7,4.965041e-7,130.152,7.900528e-7,0,0,0,0
100,1780759801652,12.697,0,-3.164495e-7,3.742631e-7,4.901155e-7,130.215,7.898569e-7,0,0,0,0
101,1780759801703,13.287,0,-3.109800e-7,3.567851e-7,4.732908e-7,131.076,7.895635e-7,0,0,0,0
102,1780759801753,14.303,0,-3.172056e-7,3.483940e-7,4.711664e-7,132.317,7.893445e-7,0,0,0,0
103,1780759801802,12.900,0,-3.166967e-7,3.278406e-7,4.558248e-7,134.009,7.890602e-7,0,0,0,0
104,1780759801853,13.239,0,-3.222551e-7,3.160425e-7,4.513660e-7,135.558,7.888603e-7,0,0,0,0
105,1780759801904,13.262,0,-3.308593e-7,3.041632e-7,4.494254e-7,137.407,7.886314e-7,0,0,0,0
106,1780759801954,14.206,0,-3.386953e-7,2.902828e-7,4.460701e-7,139.401,7.884717e-7,0,0,0,0
107,1780759802005,13.727,0,-3.580986e-7,2.880611e-7,4.595800e-7,141.186,7.883634e-7,0,0,0,0
108,1780759802054,12.466,0,-3.637477e-7,2.669904e-7,4.512164e-7,143.721,7.882698e-7,0,0,0,0
109,1780759802104,14.080,0,-3.798837e-7,2.570914e-7,4.587021e-7,145.911,7.882381e-7,0,0,0,0
110,1780759802154,14.592,0,-3.931700e-7,2.453768e-7,4.634570e-7,148.032,7.882326e-7,0,0,0,0
111,1780759802205,14.506,0,-4.067121e-7,2.363586e-7,4.704042e-7,149.837,7.882477e-7,0,0,0,0
112,1780759802255,13.088,0,-4.229561e-7,2.375017e-7,4.850762e-7,150.685,7.882981e-7,0,0,0,0
113,1780759802304,12.112,0,-4.329398e-7,2.381282e-7,4.941072e-7,151.188,7.884037e-7,0,0,0,0
114,1780759802354,13.404,0,-4.544608e-7,2.499553e-7,5.186639e-7,151.189,7.885281e-7,0,0,0,0
115,1780759802405,13.323,0,-4.665132e-7,2.538630e-7,5.311130e-7,151.446,7.887303e-7,0,0,0,0
116,1780759802453,12.637,0,-4.843431e-7,2.728370e-7,5.559031e-7,150.607,7.889144e-7,0,0,0,0
117,1780759802504,13.367,0,-4.978860e-7,2.873015e-7,5.748327e-7,150.013,7.891217e-7,0,0,0,0
118,1780759802553,14.407,0,-5.153321e-7,3.043409e-7,5.984902e-7,149.435,7.894042e-7,0,0,0,0
119,1780759802602,13.608,0,-5.329407e-7,3.234777e-7,6.234289e-7,148.744,7.896383e-7,0,0,0,0
120,1780759802654,13.315,0,-5.447250e-7,3.309458e-7,6.373778e-7,148.719,7.899173e-7,0,0,0,0
121,1780759802705,13.312,0,-5.613379e-7,3.523762e-7,6.627739e-7,147.882,7.901304e-7,0,0,0,0
122,1780759802753,12.676,0,-5.659439e-7,3.618091e-7,6.717130e-7,147.409,7.903759e-7,0,0,0,0
123,1780759802804,13.261,0,-5.742852e-7,3.799892e-7,6.886184e-7,146.508,7.905387e-7,0,0,0,0
124,1780759802852,12.585,0,-5.792071e-7,3.905058e-7,6.985526e-7,146.012,7.906871e-7,0,0,0,0
125,1780759802901,12.472,0,-5.811562e-7,3.922855e-7,7.011636e-7,145.980,7.908532e-7,0,0,0,0
126,1780759802950,14.149,0,-5.909039e-7,4.052444e-7,7.165127e-7,145.558,7.909842e-7,0,0,0,0
127,1780759803000,14.557,0,-5.782935e-7,4.067578e-7,7.070186e-7,144.878,7.911289e-7,0,0,0,0
128,1780759803049,13.802,0,-5.746529e-7,4.208618e-7,7.122854e-7,143.782,7.911913e-7,0,0,0,0
129,1780759803099,12.440,0,-5.699177e-7,4.286176e-7,7.131054e-7,143.054,7.912004e-7,0,0,0,0
130,1780759803149,13.312,0,-5.688042e-7,4.371358e-7,7.173743e-7,142.457,7.911642e-7,0,0,0,0
131,1780759803200,13.284,0,-5.680085e-7,4.447651e-7,7.214220e-7,141.938,7.911203e-7,0,0,0,0
132,1780759803250,14.252,0,-5.602303e-7,4.452911e-7,7.156411e-7,141.521,7.910627e-7,0,0,0,0
133,1780759803299,12.637,0,-5.654396e-7,4.625697e-7,7.305427e-7,140.714,7.910261e-7,0,0,0,0
134,1780759803350,13.266,0,-5.661525e-7,4.708386e-7,7.363543e-7,140.252,7.910000e-7,0,0,0,0
135,1780759803400,14.334,0,-5.713168e-7,4.850180e-7,7.494300e-7,139.670,7.910060e-7,0,0,0,0
136,1780759803450,12.236,0,-5.713595e-7,4.944717e-7,7.556150e-7,139.126,7.910226e-7,0,0,0,0
137,1780759803500,13.382,0,-5.615728e-7,4.901944e-7,7.454224e-7,138.882,7.910565e-7,0,0,0,0
138,1780759803550,14.314,0,-5.659059e-7,5.015236e-7,7.561583e-7,138.452,7.910867e-7,0,0,0,0
139,1780759803600,14.583,0,-5.633573e-7,5.044432e-7,7.561973e-7,138.158,7.911780e-7,0,0,0,0
140,1780759803651,14.492,0,-5.676656e-7,5.203049e-7,7.700399e-7,137.493,7.912978e-7,0,0,0,0
141,1780759803701,12.934,0,-5.641901e-7,5.306001e-7,7.744979e-7,136.757,7.914704e-7,0,0,0,0
142,1780759803751,14.310,0,-5.647854e-7,5.422256e-7,7.829375e-7,136.167,7.918052e-7,0,0,0,0
143,1780759803801,14.495,0,-5.702823e-7,5.555771e-7,7.961707e-7,135.748,7.921290e-7,0,0,0,0
144,1780759803852,14.609,0,-5.687182e-7,5.573510e-7,7.962917e-7,135.578,7.926663e-7,0,0,0,0
145,1780759803903,11.883,0,-5.787731e-7,5.724174e-7,8.140270e-7,135.316,7.931183e-7,0,0,0,0
146,1780759803953,13.201,0,-5.693654e-7,5.825033e-7,8.145472e-7,134.347,7.936295e-7,0,0,0,0
147,1780759804004,13.343,0,-5.705522e-7,6.060400e-7,8.323547e-7,133.272,7.943417e-7,0,0,0,0
148,1780759804054,14.127,0,-5.713166e-7,6.229162e-7,8.452380e-7,132.526,7.948958e-7,0,0,0,0
149,1780759804104,12.127,0,-5.771902e-7,6.360478e-7,8.588978e-7,132.223,7.956745e-7,0,0,0,0
150,1780759804154,13.206,0,-5.953780e-7,6.454706e-7,8.781271e-7,132.688,7.963018e-7,0,0,0,0
151,1780759804203,11.965,0,-6.021484e-7,6.478306e-7,8.844586e-7,132.907,7.970050e-7,0,0,0,0
152,1780759804253,13.277,0,-6.167949e-7,6.623530e-7,9.050677e-7,132.960,7.980118e-7,0,0,0,0
153,1780759804304,13.258,0,-6.182255e-7,6.685366e-7,9.105735e-7,132.761,7.988088e-7,0,0,0,0
154,1780759804354,14.028,0,-6.199558e-7,6.829941e-7,9.224024e-7,132.230,7.998845e-7,0,0,0,0
155,1780759804402,13.525,0,-6.144842e-7,6.959838e-7,9.284311e-7,131.441,8.006939e-7,0,0,0,0
156,1780759804454,13.304,0,-5.957841e-7,6.959898e-7,9.161662e-7,130.564,8.017327e-7,0,0,0,0
157,1780759804504,13.637,0,-5.923175e-7,7.058417e-7,9.214404e-7,130.002,8.024398e-7,0,0,0,0
158,1780759804554,12.119,0,-5.785228e-7,7.077119e-7,9.140814e-7,129.264,8.031163e-7,0,0,0,0
159,1780759804604,13.258,0,-5.723759e-7,7.218860e-7,9.212674e-7,128.411,8.039268e-7,0,0,0,0
160,1780759804654,14.053,0,-5.594322e-7,7.281213e-7,9.182183e-7,127.536,8.044657e-7,0,0,0,0
161,1780759804703,13.060,0,-5.482051e-7,7.307962e-7,9.135600e-7,126.875,8.050619e-7,0,0,0,0
162,1780759804754,13.268,0,-5.428060e-7,7.321288e-7,9.114005e-7,126.554,8.054298e-7,0,0,0,0
163,1780759804805,13.288,0,-5.309973e-7,7.211967e-7,8.955908e-7,126.363,8.057630e-7,0,0,0,0
164,1780759804854,12.145,0,-5.335449e-7,7.174496e-7,8.940940e-7,126.637,8.061115e-7,0,0,0,0
165,1780759804903,14.239,0,-5.241804e-7,7.135775e-7,8.854140e-7,126.300,8.063493e-7,0,0,0,0
166,1780759804954,14.107,0,-5.224162e-7,7.158977e-7,8.862439e-7,126.120,8.065917e-7,0,0,0,0
167,1780759805004,14.589,0,-5.125584e-7,7.069192e-7,8.731843e-7,125.944,8.067350e-7,0,0,0,0
168,1780759805055,14.526,0,-4.993329e-7,6.941112e-7,8.550577e-7,125.731,8.068344e-7,0,0,0,0
169,1780759805106,14.535,0,-4.886714e-7,6.886892e-7,8.444480e-7,125.358,8.068560e-7,0,0,0,0
170,1780759805155,13.534,0,-4.736658e-7,6.691880e-7,8.198609e-7,125.292,8.068204e-7,0,0,0,0
171,1780759805204,12.615,0,-4.741504e-7,6.624838e-7,8.146799e-7,125.592,8.066840e-7,0,0,0,0
172,1780759805254,14.113,0,-4.665577e-7,6.452167e-7,7.962291e-7,125.871,8.065653e-7,0,0,0,0
173,1780759805303,12.926,0,-4.673118e-7,6.328081e-7,7.866552e-7,126.445,8.063585e-7,0,0,0,0
174,1780759805354,13.219,0,-4.673507e-7,6.218449e-7,7.778868e-7,126.927,8.062097e-7,0,0,0,0
175,1780759805405,13.378,0,-4.604183e-7,6.063646e-7,7.613560e-7,127.210,8.060625e-7,0,0,0,0
176,1780759805454,11.764,0,-4.687202e-7,5.938507e-7,7.565430e-7,128.284,8.058502e-7,0,0,0,0
177,1780759805503,14.057,0,-4.707927e-7,5.700473e-7,7.393238e-7,129.553,8.057390e-7,0,0,0,0
178,1780759805554,14.028,0,-4.907504e-7,5.514434e-7,7.381909e-7,131.667,8.056130e-7,0,0,0,0
179,1780759805605,14.116,0,-5.065989e-7,5.288588e-7,7.323483e-7,133.768,8.056132e-7,0,0,0,0
180,1780759805656,13.580,0,-5.236603e-7,5.076403e-7,7.293277e-7,135.890,8.056666e-7,0,0,0,0
181,1780759805708,13.249,0,-5.450168e-7,4.910564e-7,7.336074e-7,137.981,8.058369e-7,0,0,0,0
182,1780759805759,13.323,0,-5.542033e-7,4.681910e-7,7.254958e-7,139.809,8.060389e-7,0,0,0,0
183,1780759805807,12.571,0,-5.757303e-7,4.534485e-7,7.328580e-7,141.776,8.063596e-7,0,0,0,0
184,1780759805856,12.038,0,-5.955639e-7,4.235944e-7,7.308410e-7,144.578,8.066853e-7,0,0,0,0
185,1780759805905,13.993,0,-6.205059e-7,4.040696e-7,7.404727e-7,146.928,8.070582e-7,0,0,0,0
186,1780759805955,14.462,0,-6.414715e-7,3.859954e-7,7.486508e-7,148.963,8.076953e-7,0,0,0,0
187,1780759806006,11.815,0,-6.560020e-7,3.699044e-7,7.531055e-7,150.582,8.082447e-7,0,0,0,0
188,1780759806055,13.975,0,-6.757500e-7,3.680839e-7,7.694959e-7,151.423,8.090734e-7,0,0,0,0
189,1780759806104,13.129,0,-6.794913e-7,3.576810e-7,7.678829e-7,152.238,8.097540e-7,0,0,0,0
190,1780759806153,11.665,0,-6.919109e-7,3.561003e-7,7.781697e-7,152.767,8.106655e-7,0,0,0,0
191,1780759806203,13.336,0,-6.961763e-7,3.507320e-7,7.795347e-7,153.261,8.113878e-7,0,0,0,0
192,1780759806254,13.249,0,-7.052706e-7,3.537565e-7,7.890186e-7,153.362,8.120931e-7,0,0,0,0
193,1780759806302,12.966,0,-7.174646e-7,3.669033e-7,8.058372e-7,152.915,8.130831e-7,0,0,0,0
194,1780759806350,12.457,0,-7.216782e-7,3.799637e-7,8.155929e-7,152.233,8.138422e-7,0,0,0,0
195,1780759806399,14.531,0,-7.346924e-7,4.007610e-7,8.368885e-7,151.388,8.148715e-7,0,0,0,0
196,1780759806450,12.230,0,-7.352005e-7,4.115256e-7,8.425397e-7,150.762,8.156721e-7,0,0,0,0
197,1780759806499,13.810,0,-7.403245e-7,4.280807e-7,8.551803e-7,149.962,8.164483e-7,0,0,0,0
198,1780759806550,14.284,0,-7.379638e-7,4.411527e-7,8.597710e-7,149.129,8.174927e-7,0,0,0,0
199,1780759806600,14.509,0,-7.354652e-7,4.529364e-7,8.637479e-7,148.373,8.182153e-7,0,0,0,0
200,1780759806651,14.528,0,-7.390768e-7,4.689843e-7,8.753175e-7,147.603,8.191465e-7,0,0,0,0
201,1780759806702,11.864,0,-7.244834e-7,4.786702e-7,8.683325e-7,146.547,8.198000e-7,0,0,0,0
202,1780759806751,13.868,0,-7.223265e-7,5.015728e-7,8.793923e-7,145.224,8.203842e-7,0,0,0,0
203,1780759806801,12.007,0,-7.009002e-7,5.055612e-7,8.642067e-7,144.197,8.210981e-7,0,0,0,0
204,1780759806850,14.282,0,-6.873606e-7,5.205366e-7,8.622198e-7,142.863,8.215230e-7,0,0,0,0
205,1780759806898,13.990,0,-6.716649e-7,5.357400e-7,8.591572e-7,141.423,8.220295e-7,0,0,0,0
206,1780759806949,13.905,0,-6.493525e-7,5.514222e-7,8.518951e-7,139.662,8.223255e-7,0,0,0,0
207,1780759807000,14.395,0,-6.286439e-7,5.726997e-7,8.503988e-7,137.666,8.226320e-7,0,0,0,0
208,1780759807048,13.496,0,-6.004188e-7,5.840208e-7,8.376055e-7,135.793,8.227738e-7,0,0,0,0
209,1780759807097,12.605,0,-5.943360e-7,5.983777e-7,8.433808e-7,134.806,8.228505e-7,0,0,0,0
210,1780759807146,14.533,0,-5.813311e-7,6.036155e-7,8.380319e-7,133.923,8.229655e-7,0,0,0,0
211,1780759807195,13.733,0,-5.706711e-7,6.038012e-7,8.308077e-7,133.384,8.230153e-7,0,0,0,0
212,1780759807247,13.176,0,-5.513246e-7,5.948074e-7,8.110208e-7,132.827,8.230683e-7,0,0,0,0
213,1780759807297,13.437,0,-5.240055e-7,5.739017e-7,7.771389e-7,132.398,8.230432e-7,0,0,0,0
214,1780759807348,13.390,0,-5.171897e-7,5.543300e-7,7.581339e-7,133.015,8.229905e-7,0,0,0,0
215,1780759807399,14.012,0,-5.054584e-7,5.292616e-7,7.318511e-7,133.682,8.229203e-7,0,0,0,0
216,1780759807450,14.259,0,-4.998190e-7,5.043163e-7,7.100380e-7,134.743,8.228640e-7,0,0,0,0
217,1780759807500,12.314,0,-4.968582e-7,4.760532e-7,6.881095e-7,136.225,8.228460e-7,0,0,0,0
218,1780759807548,11.758,0,-4.951517e-7,4.439593e-7,6.650376e-7,138.120,8.228551e-7,0,0,0,0
219,1780759807598,13.325,0,-5.028240e-7,4.177833e-7,6.537391e-7,140.278,8.229127e-7,0,0,0,0
220,1780759807649,13.290,0,-5.019969e-7,3.871360e-7,6.339362e-7,142.361,8.230410e-7,0,0,0,0
221,1780759807698,14.502,0,-5.186243e-7,3.684800e-7,6.361986e-7,144.606,8.231835e-7,0,0,0,0
222,1780759807749,11.769,0,-5.209123e-7,3.362314e-7,6.200009e-7,147.159,8.234459e-7,0,0,0,0
223,1780759807798,13.396,0,-5.321916e-7,3.128073e-7,6.173138e-7,149.554,8.236810e-7,0,0,0,0
224,1780759807850,13.328,0,-5.487608e-7,2.928559e-7,6.220153e-7,151.913,8.240841e-7,0,0,0,0
225,1780759807899,11.752,0,-5.634384e-7,2.730962e-7,6.261344e-7,154.141,8.244398e-7,0,0,0,0
226,1780759807949,13.228,0,-5.934839e-7,2.644603e-7,6.497402e-7,155.982,8.248600e-7,0,0,0,0
227,1780759808000,13.316,0,-6.073570e-7,2.525443e-7,6.577699e-7,157.422,8.254962e-7,0,0,0,0
228,1780759808048,12.339,0,-6.346003e-7,2.524345e-7,6.829647e-7,158.308,8.260272e-7,0,0,0,0
229,1780759808098,13.387,0,-6.530687e-7,2.546983e-7,7.009778e-7,158.694,8.268307e-7,0,0,0,0
230,1780759808150,13.228,0,-6.733993e-7,2.581866e-7,7.211982e-7,159.023,8.274833e-7,0,0,0,0
231,1780759808200,13.989,0,-7.004898e-7,2.712114e-7,7.511602e-7,158.835,8.281982e-7,0,0,0,0
232,1780759808250,12.185,0,-7.180594e-7,2.825560e-7,7.716523e-7,158.520,8.292281e-7,0,0,0,0
233,1780759808298,14.514,0,-7.464527e-7,3.020631e-7,8.052539e-7,157.969,8.300614e-7,0,0,0,0
