frame_index,unix_ms,read_ms,is_dup,x0_mv,y0_mv,r_mv,theta_deg,noise_mv,pll_a,pll_b,overload_a,overload_b
225,1780759691706,14.578,0,3.535087e-7,-8.150798e-7,8.884388e-7,-66.553,8.079065e-7,0,0,0,0
226,1780759691757,14.550,0,3.704898e-7,-8.006991e-7,8.822595e-7,-65.170,8.075389e-7,0,0,0,0
227,1780759691807,12.694,0,3.742084e-7,-7.912736e-7,8.752976e-7,-64.690,8.073443e-7,0,0,0,0
228,1780759691857,14.129,0,3.699160e-7,-7.663818e-7,8.509870e-7,-64.234,8.071858e-7,0,0,0,0
229,1780759691907,12.153,0,3.698790e-7,-7.522461e-7,8.382629e-7,-63.817,8.071302e-7,0,0,0,0
230,1780759691955,14.516,0,3.648787e-7,-7.167896e-7,8.043157e-7,-63.022,8.071485e-7,0,0,0,0
231,1780759692006,14.554,0,3.625944e-7,-6.827283e-7,7.730411e-7,-62.027,8.072915e-7,0,0,0,0
232,1780759692057,12.066,0,3.567664e-7,-6.401244e-7,7.328312e-7,-60.867,8.074612e-7,0,0,0,0
233,1780759692106,13.249,0,3.472975e-7,-5.939235e-7,6.880121e-7,-59.683,8.077397e-7,0,0,0,0
234,1780759692157,13.312,0,3.356609e-7,-5.622806e-7,6.548493e-7,-59.164,8.079547e-7,0,0,0,0
235,1780759692207,14.329,0,3.199802e-7,-5.248124e-7,6.146669e-7,-58.629,8.081761e-7,0,0,0,0
236,1780759692258,14.481,0,3.040730e-7,-5.039761e-7,5.886020e-7,-58.895,8.084304e-7,0,0,0,0
237,1780759692308,12.528,0,2.763042e-7,-4.738544e-7,5.485271e-7,-59.754,8.085579e-7,0,0,0,0
238,1780759692358,13.291,0,2.509127e-7,-4.613573e-7,5.251740e-7,-61.460,8.086257e-7,0,0,0,0
239,1780759692408,14.550,0,2.270895e-7,-4.551274e-7,5.086360e-7,-63.483,8.085970e-7,0,0,0,0
240,1780759692458,12.599,0,2.078248e-7,-4.509921e-7,4.965733e-7,-65.259,8.085237e-7,0,0,0,0
241,1780759692507,14.385,0,1.965353e-7,-4.702352e-7,5.096541e-7,-67.317,8.083459e-7,0,0,0,0
242,1780759692558,11.838,0,1.841046e-7,-4.830256e-7,5.169219e-7,-69.136,8.081632e-7,0,0,0,0
243,1780759692607,13.181,0,1.835920e-7,-5.137411e-7,5.455603e-7,-70.335,8.078324e-7,0,0,0,0
244,1780759692658,13.333,0,1.856584e-7,-5.384295e-7,5.695396e-7,-70.975,8.075354e-7,0,0,0,0
245,1780759692709,13.303,0,1.934643e-7,-5.666698e-7,5.987847e-7,-71.150,8.070911e-7,0,0,0,0
246,1780759692759,12.218,0,2.135669e-7,-6.031441e-7,6.398388e-7,-70.501,8.067276e-7,0,0,0,0
247,1780759692808,13.527,0,2.345801e-7,-6.249256e-7,6.675027e-7,-69.425,8.063729e-7,0,0,0,0
248,1780759692858,12.141,0,2.644463e-7,-6.567742e-7,7.080143e-7,-68.068,8.058807e-7,0,0,0,0
249,1780759692907,13.778,0,2.878719e-7,-6.753521e-7,7.341462e-7,-66.914,8.055266e-7,0,0,0,0
250,1780759692958,14.045,0,3.102550e-7,-7.102323e-7,7.750407e-7,-66.403,8.050534e-7,0,0,0,0
251,1780759693008,12.140,0,3.312374e-7,-7.341469e-7,8.054129e-7,-65.716,8.047142e-7,0,0,0,0
252,1780759693057,13.230,0,3.519546e-7,-7.574507e-7,8.352267e-7,-65.078,8.044291e-7,0,0,0,0
253,1780759693108,13.558,0,3.721273e-7,-7.806950e-7,8.648488e-7,-64.515,8.041222e-7,0,0,0,0
254,1780759693158,11.872,0,3.872009e-7,-7.812190e-7,8.719103e-7,-63.635,8.039804e-7,0,0,0,0
255,1780759693207,13.320,0,3.994948e-7,-7.847172e-7,8.805550e-7,-63.020,8.038704e-7,0,0,0,0
256,1780759693257,12.046,0,4.013774e-7,-7.618252e-7,8.610932e-7,-62.217,8.038513e-7,0,0,0,0
257,1780759693306,13.379,0,4.060516e-7,-7.407645e-7,8.447543e-7,-61.271,8.038783e-7,0,0,0,0
258,1780759693356,12.220,0,4.073266e-7,-7.170912e-7,8.247028e-7,-60.402,8.039723e-7,0,0,0,0
259,1780759693404,11.883,0,4.064753e-7,-6.828784e-7,7.946981e-7,-59.237,8.040998e-7,0,0,0,0
260,1780759693453,13.698,0,4.100696e-7,-6.610797e-7,7.779354e-7,-58.189,8.043221e-7,0,0,0,0
261,1780759693504,13.287,0,3.989195e-7,-6.248626e-7,7.413434e-7,-57.445,8.045543e-7,0,0,0,0
262,1780759693555,13.293,0,3.915127e-7,-6.037674e-7,7.195952e-7,-57.039,8.048829e-7,0,0,0,0
263,1780759693606,13.373,0,3.799161e-7,-5.756373e-7,6.897062e-7,-56.576,8.051573e-7,0,0,0,0
264,1780759693657,13.223,0,3.654016e-7,-5.492763e-7,6.597142e-7,-56.366,8.054439e-7,0,0,0,0
265,1780759693708,13.510,0,3.601801e-7,-5.282586e-7,6.393644e-7,-55.713,8.058153e-7,0,0,0,0
266,1780759693759,13.312,0,3.509091e-7,-4.994793e-7,6.104234e-7,-54.910,8.061254e-7,0,0,0,0
267,1780759693808,12.560,0,3.440439e-7,-4.925465e-7,6.008064e-7,-55.066,8.065254e-7,0,0,0,0
268,1780759693858,13.600,0,3.229649e-7,-4.754232e-7,5.747465e-7,-55.811,8.068216e-7,0,0,0,0
269,1780759693908,14.476,0,2.991784e-7,-4.696629e-7,5.568581e-7,-57.503,8.070711e-7,0,0,0,0
270,1780759693958,13.052,0,2.764191e-7,-4.667723e-7,5.424794e-7,-59.366,8.073230e-7,0,0,0,0
271,1780759694008,13.518,0,2.596324e-7,-4.701939e-7,5.371139e-7,-61.093,8.074595e-7,0,0,0,0
272,1780759694057,12.400,0,2.532698e-7,-4.870376e-7,5.489547e-7,-62.525,8.075522e-7,0,0,0,0
273,1780759694107,13.491,0,2.491912e-7,-4.960205e-7,5.550969e-7,-63.326,8.075807e-7,0,0,0,0
274,1780759694158,13.551,0,2.542444e-7,-5.188106e-7,5.777583e-7,-63.893,8.075437e-7,0,0,0,0
275,1780759694206,13.364,0,2.526606e-7,-5.322086e-7,5.891378e-7,-64.604,8.073965e-7,0,0,0,0
276,1780759694257,13.329,0,2.640011e-7,-5.566103e-7,6.160451e-7,-64.625,8.071954e-7,0,0,0,0
277,1780759694308,13.544,0,2.767813e-7,-5.747793e-7,6.379492e-7,-64.287,8.068305e-7,0,0,0,0
278,1780759694359,13.913,0,2.899230e-7,-5.864939e-7,6.542404e-7,-63.695,8.065091e-7,0,0,0,0
279,1780759694407,13.549,0,3.105811e-7,-6.032163e-7,6.784766e-7,-62.757,8.060043e-7,0,0,0,0
280,1780759694458,13.600,0,3.268786e-7,-6.055387e-7,6.881328e-7,-61.639,8.056034e-7,0,0,0,0
281,1780759694508,14.452,0,3.538769e-7,-6.202751e-7,7.141219e-7,-60.295,8.051707e-7,0,0,0,0
282,1780759694558,12.510,0,3.770675e-7,-6.189216e-7,7.247371e-7,-58.649,8.046230e-7,0,0,0,0
283,1780759694608,13.544,0,4.045852e-7,-6.191594e-7,7.396266e-7,-56.838,8.042688e-7,0,0,0,0
284,1780759694658,14.591,0,4.282960e-7,-6.027314e-7,7.394069e-7,-54.603,8.038903e-7,0,0,0,0
285,1780759694706,14.203,0,4.424454e-7,-5.809121e-7,7.302169e-7,-52.706,8.037100e-7,0,0,0,0
286,1780759694757,14.454,0,4.531596e-7,-5.687512e-7,7.272081e-7,-51.453,8.035804e-7,0,0,0,0
287,1780759694808,14.647,0,4.589968e-7,-5.469477e-7,7.140237e-7,-49.997,8.035298e-7,0,0,0,0
288,1780759694858,12.515,0,4.714920e-7,-5.407397e-7,7.174288e-7,-48.914,8.035740e-7,0,0,0,0
289,1780759694908,13.521,0,4.720628e-7,-5.222869e-7,7.040077e-7,-47.892,8.037391e-7,0,0,0,0
290,1780759694957,12.710,0,4.689460e-7,-5.062022e-7,6.900370e-7,-47.188,8.038964e-7,0,0,0,0
291,1780759695007,13.280,0,4.628544e-7,-4.947706e-7,6.775191e-7,-46.909,8.040619e-7,0,0,0,0
292,1780759695058,13.939,0,4.482935e-7,-4.732078e-7,6.518380e-7,-46.549,8.043221e-7,0,0,0,0
293,1780759695108,14.499,0,4.506267e-7,-4.638441e-7,6.466960e-7,-45.828,8.045149e-7,0,0,0,0
294,1780759695158,12.623,0,4.445249e-7,-4.452875e-7,6.291926e-7,-45.049,8.048474e-7,0,0,0,0
295,1780759695209,13.125,0,4.362918e-7,-4.370848e-7,6.175708e-7,-45.052,8.051074e-7,0,0,0,0
296,1780759695258,14.642,0,4.245809e-7,-4.292696e-7,6.037726e-7,-45.315,8.054467e-7,0,0,0,0
297,1780759695309,11.986,0,4.075174e-7,-4.263190e-7,5.897612e-7,-46.292,8.056792e-7,0,0,0,0
298,1780759695358,13.603,0,3.953315e-7,-4.349188e-7,5.877426e-7,-47.730,8.058542e-7,0,0,0,0
299,1780759695408,14.521,0,3.776331e-7,-4.342604e-7,5.754901e-7,-48.990,8.060076e-7,0,0,0,0
300,1780759695458,12.194,0,3.783386e-7,-4.455453e-7,5.845090e-7,-49.663,8.060364e-7,0,0,0,0
301,1780759695508,13.431,0,3.723874e-7,-4.481773e-7,5.826965e-7,-50.277,8.060321e-7,0,0,0,0
302,1780759695559,13.212,0,3.725827e-7,-4.673690e-7,5.977053e-7,-51.438,8.059772e-7,0,0,0,0
303,1780759695608,13.039,0,3.773757e-7,-5.013498e-7,6.275062e-7,-53.031,8.058906e-7,0,0,0,0
304,1780759695658,13.262,0,3.806976e-7,-5.272034e-7,6.502877e-7,-54.167,8.057483e-7,0,0,0,0
305,1780759695707,12.554,0,3.939637e-7,-5.615722e-7,6.859816e-7,-54.949,8.055877e-7,0,0,0,0
306,1780759695757,13.895,0,4.076855e-7,-5.831894e-7,7.115598e-7,-55.044,8.053388e-7,0,0,0,0
307,1780759695806,12.556,0,4.354742e-7,-6.152275e-7,7.537524e-7,-54.708,8.051044e-7,0,0,0,0
308,1780759695855,14.631,0,4.550407e-7,-6.355369e-7,7.816452e-7,-54.398,8.048992e-7,0,0,0,0
309,1780759695906,11.847,0,4.759920e-7,-6.560304e-7,8.105210e-7,-54.037,8.046922e-7,0,0,0,0
310,1780759695955,13.267,0,4.975841e-7,-6.743010e-7,8.380166e-7,-53.575,8.045795e-7,0,0,0,0
311,1780759696005,11.738,0,5.125531e-7,-6.776681e-7,8.496733e-7,-52.898,8.045268e-7,0,0,0,0
312,1780759696054,13.743,0,5.435577e-7,-6.808577e-7,8.712188e-7,-51.398,8.045144e-7,0,0,0,0
313,1780759696103,12.498,0,5.660741e-7,-6.589297e-7,8.686934e-7,-49.335,8.046325e-7,0,0,0,0
314,1780759696152,11.641,0,5.943795e-7,-6.398475e-7,8.733223e-7,-47.110,8.047901e-7,0,0,0,0
315,1780759696201,13.363,0,6.121598e-7,-6.104659e-7,8.645277e-7,-44.921,8.050481e-7,0,0,0,0
316,1780759696252,13.546,0,6.223976e-7,-5.810922e-7,8.514969e-7,-43.034,8.055286e-7,0,0,0,0
317,1780759696301,12.576,0,6.278165e-7,-5.531047e-7,8.367069e-7,-41.380,8.059543e-7,0,0,0,0
318,1780759696350,11.792,0,6.180552e-7,-5.163676e-7,8.053743e-7,-39.878,8.066198e-7,0,0,0,0
319,1780759696399,13.301,0,6.107382e-7,-4.952671e-7,7.863146e-7,-39.040,8.071230e-7,0,0,0,0
320,1780759696450,13.920,0,5.910809e-7,-4.619322e-7,7.501720e-7,-38.008,8.076470e-7,0,0,0,0
321,1780759696500,14.632,0,5.715798e-7,-4.408438e-7,7.218357e-7,-37.642,8.083162e-7,0,0,0,0
322,1780759696550,12.831,0,5.425909e-7,-4.291495e-7,6.917905e-7,-38.341,8.087816e-7,0,0,0,0
323,1780759696600,13.365,0,5.091007e-7,-4.170336e-7,6.581037e-7,-39.323,8.093243e-7,0,0,0,0
324,1780759696650,11.932,0,4.838060e-7,-4.130612e-7,6.361508e-7,-40.490,8.096531e-7,0,0,0,0
325,1780759696699,13.530,0,4.564949e-7,-4.050728e-7,6.103045e-7,-41.584,8.099494e-7,0,0,0,0
326,1780759696750,13.819,0,4.457162e-7,-4.160819e-7,6.097434e-7,-43.031,8.102571e-7,0,0,0,0
327,1780759696800,11.855,0,4.353547e-7,-4.223646e-7,6.065687e-7,-44.132,8.104786e-7,0,0,0,0
328,1780759696849,13.309,0,4.289505e-7,-4.372268e-7,6.125078e-7,-45.547,8.107430e-7,0,0,0,0
329,1780759696898,12.522,0,4.253876e-7,-4.562733e-7,6.238108e-7,-47.006,8.109016e-7,0,0,0,0
330,1780759696948,13.299,0,4.196108e-7,-4.706108e-7,6.305139e-7,-48.279,8.110626e-7,0,0,0,0
331,1780759696999,13.829,0,4.344414e-7,-5.075574e-7,6.680972e-7,-49.438,8.111161e-7,0,0,0,0
332,1780759697050,13.372,0,4.409247e-7,-5.336084e-7,6.922085e-7,-50.433,8.111576e-7,0,0,0,0
333,1780759697100,11.834,0,4.574074e-7,-5.656297e-7,7.274328e-7,-51.039,8.111351e-7,0,0,0,0
334,1780759697149,13.329,0,4.687815e-7,-5.878096e-7,7.518486e-7,-51.427,8.110839e-7,0,0,0,0
335,1780759697198,12.273,0,4.777281e-7,-6.034762e-7,7.696802e-7,-51.634,8.109358e-7,0,0,0,0
336,1780759697248,13.859,0,4.935426e-7,-6.215210e-7,7.936452e-7,-51.547,8.107522e-7,0,0,0,0
337,1780759697299,13.233,0,5.004127e-7,-6.254383e-7,8.009906e-7,-51.337,8.105135e-7,0,0,0,0
338,1780759697349,11.827,0,5.197602e-7,-6.366129e-7,8.218434e-7,-50.770,8.100783e-7,0,0,0,0
339,1780759697398,13.152,0,5.322077e-7,-6.304063e-7,8.250195e-7,-49.828,8.097545e-7,0,0,0,0
340,1780759697448,11.769,0,5.449232e-7,-6.270128e-7,8.307144e-7,-49.007,8.092866e-7,0,0,0,0
341,1780759697497,13.711,0,5.401802e-7,-6.108620e-7,8.154429e-7,-48.514,8.089331e-7,0,0,0,0
342,1780759697548,13.382,0,5.370187e-7,-5.883792e-7,7.966048e-7,-47.613,8.084295e-7,0,0,0,0
343,1780759697599,13.172,0,5.380834e-7,-5.688345e-7,7.830111e-7,-46.591,8.080614e-7,0,0,0,0
344,1780759697650,13.930,0,5.273021e-7,-5.396241e-7,7.544810e-7,-45.662,8.077392e-7,0,0,0,0
345,1780759697700,14.484,0,5.351485e-7,-5.222289e-7,7.477345e-7,-44.300,8.073371e-7,0,0,0,0
346,1780759697751,14.607,0,5.379513e-7,-4.954571e-7,7.313476e-7,-42.645,8.071770e-7,0,0,0,0
347,1780759697801,12.863,0,5.442670e-7,-4.713633e-7,7.200069e-7,-40.894,8.071134e-7,0,0,0,0
348,1780759697851,13.343,0,5.457358e-7,-4.423617e-7,7.025037e-7,-39.027,8.072168e-7,0,0,0,0
349,1780759697902,13.242,0,5.370494e-7,-4.072249e-7,6.739839e-7,-37.172,8.074097e-7,0,0,0,0
350,1780759697951,12.698,0,5.237957e-7,-3.896668e-7,6.528416e-7,-36.647,8.077235e-7,0,0,0,0
351,1780759698000,11.816,0,4.966191e-7,-3.652451e-7,6.164694e-7,-36.333,8.079965e-7,0,0,0,0
352,1780759698049,13.964,0,4.843062e-7,-3.520662e-7,5.987513e-7,-36.015,8.083436e-7,0,0,0,0
353,1780759698099,14.513,0,4.655057e-7,-3.317014e-7,5.715954e-7,-35.472,8.086448e-7,0,0,0,0
354,1780759698150,11.900,0,4.475305e-7,-3.087853e-7,5.437204e-7,-34.605,8.089344e-7,0,0,0,0
355,1780759698199,13.279,0,4.310143e-7,-2.938476e-7,5.216510e-7,-34.285,8.093049e-7,0,0,0,0
356,1780759698250,13.911,0,4.075431e-7,-2.789702e-7,4.938783e-7,-34.392,8.095382e-7,0,0,0,0
357,1780759698300,11.865,0,4.042859e-7,-2.834187e-7,4.937340e-7,-35.032,8.097744e-7,0,0,0,0
358,1780759698349,13.335,0,3.969823e-7,-2.891453e-7,4.911211e-7,-36.068,8.099299e-7,0,0,0,0
359,1780759698400,13.801,0,3.978780e-7,-3.068024e-7,5.024287e-7,-37.636,8.100334e-7,0,0,0,0
360,1780759698450,11.860,0,3.925178e-7,-3.248162e-7,5.094858e-7,-39.608,8.100558e-7,0,0,0,0
361,1780759698499,13.201,0,3.938205e-7,-3.466865e-7,5.246771e-7,-41.358,8.099955e-7,0,0,0,0
362,1780759698549,14.483,0,4.047576e-7,-3.735789e-7,5.508084e-7,-42.706,8.098385e-7,0,0,0,0
363,1780759698600,14.594,0,4.112785e-7,-3.986583e-7,5.727813e-7,-44.107,8.096523e-7,0,0,0,0
364,1780759698650,12.872,0,4.362002e-7,-4.373399e-7,6.176867e-7,-45.075,8.092952e-7,0,0,0,0
365,1780759698700,13.909,0,4.521541e-7,-4.620429e-7,6.464728e-7,-45.620,8.089748e-7,0,0,0,0
366,1780759698750,14.405,0,4.726611e-7,-4.875750e-7,6.790714e-7,-45.890,8.085642e-7,0,0,0,0
367,1780759698799,13.907,0,4.928058e-7,-5.076482e-7,7.075057e-7,-45.850,8.079909e-7,0,0,0,0
368,1780759698848,12.455,0,5.105283e-7,-5.222177e-7,7.303085e-7,-45.648,8.075317e-7,0,0,0,0
369,1780759698897,11.700,0,5.279551e-7,-5.439570e-7,7.580408e-7,-45.855,8.069537e-7,0,0,0,0
370,1780759698946,14.080,0,5.348277e-7,-5.481935e-7,7.658699e-7,-45.707,8.065671e-7,0,0,0,0
371,1780759698996,14.510,0,5.591592e-7,-5.554129e-7,7.881259e-7,-44.807,8.062209e-7,0,0,0,0
372,1780759699046,12.242,0,5.739681e-7,-5.484358e-7,7.938647e-7,-43.697,8.059544e-7,0,0,0,0
373,1780759699096,13.375,0,5.917680e-7,-5.435960e-7,8.035459e-7,-42.570,8.058568e-7,0,0,0,0
374,1780759699145,13.068,0,6.082488e-7,-5.350404e-7,8.100832e-7,-41.336,8.059446e-7,0,0,0,0
375,1780759699195,13.367,0,6.149570e-7,-5.142285e-7,8.016253e-7,-39.902,8.061416e-7,0,0,0,0
376,1780759699244,12.328,0,6.290108e-7,-4.988208e-7,8.027930e-7,-38.415,8.065765e-7,0,0,0,0
377,1780759699294,13.343,0,6.235809e-7,-4.693611e-7,7.804825e-7,-36.968,8.070201e-7,0,0,0,0
378,1780759699345,13.312,0,6.183220e-7,-4.535736e-7,7.668449e-7,-36.262,8.075008e-7,0,0,0,0
379,1780759699395,11.979,0,6.026451e-7,-4.364386e-7,7.440832e-7,-35.912,8.082210e-7,0,0,0,0
380,1780759699444,13.458,0,5.873060e-7,-4.151489e-7,7.192197e-7,-35.255,8.087620e-7,0,0,0,0
381,1780759699495,14.029,0,5.812486e-7,-3.996827e-7,7.054050e-7,-34.513,8.095304e-7,0,0,0,0
382,1780759699545,14.541,0,5.607118e-7,-3.766059e-7,6.754478e-7,-33.888,8.101190e-7,0,0,0,0
383,1780759699596,14.596,0,5.554309e-7,-3.687732e-7,6.667062e-7,-33.582,8.106815e-7,0,0,0,0
384,1780759699647,14.616,0,5.408487e-7,-3.542805e-7,6.465539e-7,-33.227,8.114038e-7,0,0,0,0
385,1780759699698,14.306,0,5.313895e-7,-3.448596e-7,6.334847e-7,-32.983,8.118801e-7,0,0,0,0
386,1780759699749,14.290,0,5.208198e-7,-3.348152e-7,6.191563e-7,-32.735,8.124749e-7,0,0,0,0
387,1780759699799,12.884,0,5.000671e-7,-3.213838e-7,5.944364e-7,-32.728,8.128495e-7,0,0,0,0
388,1780759699849,13.342,0,4.831399e-7,-3.144584e-7,5.764618e-7,-33.059,8.131689e-7,0,0,0,0
389,1780759699900,13.353,0,4.595794e-7,-3.061663e-7,5.522238e-7,-33.671,8.134841e-7,0,0,0,0
390,1780759699950,11.860,0,4.549198e-7,-3.142109e-7,5.528838e-7,-34.633,8.136323e-7,0,0,0,0
391,1780759699999,13.231,0,4.518564e-7,-3.261664e-7,5.572780e-7,-35.823,8.137773e-7,0,0,0,0
392,1780759700049,11.897,0,4.588625e-7,-3.465172e-7,5.750035e-7,-37.059,8.138287e-7,0,0,0,0
393,1780759700098,13.325,0,4.750268e-7,-3.734893e-7,6.042721e-7,-38.176,8.138737e-7,0,0,0,0
394,1780759700148,14.464,0,4.832538e-7,-3.949673e-7,6.241262e-7,-39.259,8.138553e-7,0,0,0,0
395,1780759700198,12.088,0,5.096720e-7,-4.195622e-7,6.601500e-7,-39.461,8.138138e-7,0,0,0,0
396,1780759700247,11.866,0,5.268465e-7,-4.352020e-7,6.833506e-7,-39.558,8.137370e-7,0,0,0,0
397,1780759700296,14.032,0,5.623936e-7,-4.571397e-7,7.247505e-7,-39.106,8.136677e-7,0,0,0,0
398,1780759700344,13.738,0,5.943061e-7,-4.738506e-7,7.600882e-7,-38.566,8.136584e-7,0,0,0,0
399,1780759700395,13.886,0,6.242274e-7,-4.843343e-7,7.900884e-7,-37.808,8.136870e-7,0,0,0,0
400,1780759700446,13.319,0,6.609898e-7,-4.949564e-7,8.257659e-7,-36.826,8.137939e-7,0,0,0,0
401,1780759700496,12.098,0,6.843930e-7,-5.026155e-7,8.491267e-7,-36.293,8.140447e-7,0,0,0,0
402,1780759700544,14.348,0,7.226777e-7,-5.131042e-7,8.863063e-7,-35.375,8.143442e-7,0,0,0,0
403,1780759700595,14.593,0,7.422876e-7,-5.101934e-7,9.007153e-7,-34.502,8.149363e-7,0,0,0,0
404,1780759700646,12.059,0,7.659685e-7,-5.074444e-7,9.188077e-7,-33.524,8.154901e-7,0,0,0,0
405,1780759700694,11.890,0,7.778205e-7,-4.975365e-7,9.233349e-7,-32.605,8.161712e-7,0,0,0,0
406,1780759700743,13.502,0,7.756349e-7,-4.797951e-7,9.120377e-7,-31.740,8.171800e-7,0,0,0,0
407,1780759700793,14.136,0,7.694066e-7,-4.649447e-7,8.989773e-7,-31.144,8.180138e-7,0,0,0,0
408,1780759700844,14.489,0,7.492995e-7,-4.386139e-7,8.682350e-7,-30.343,8.191541e-7,0,0,0,0
409,1780759700894,12.701,0,7.418951e-7,-4.170534e-7,8.510827e-7,-29.342,8.200172e-7,0,0,0,0
410,1780759700944,13.308,0,7.210435e-7,-3.861562e-7,8.179366e-7,-28.171,8.211761e-7,0,0,0,0
411,1780759700995,13.334,0,7.004892e-7,-3.515980e-7,7.837769e-7,-26.654,8.219997e-7,0,0,0,0
412,1780759701046,13.948,0,6.823522e-7,-3.154352e-7,7.517339e-7,-24.810,8.228179e-7,0,0,0,0
413,1780759701096,11.952,0,6.571156e-7,-2.755956e-7,7.125685e-7,-22.753,8.238710e-7,0,0,0,0
414,1780759701145,13.321,0,6.458785e-7,-2.408056e-7,6.893086e-7,-20.447,8.246387e-7,0,0,0,0
415,1780759701194,12.939,0,6.195250e-7,-2.057227e-7,6.527887e-7,-18.370,8.256141e-7,0,0,0,0
416,1780759701244,13.373,0,5.983441e-7,-1.762725e-7,6.237689e-7,-16.415,8.262946e-7,0,0,0,0
417,1780759701295,13.247,0,5.653691e-7,-1.473292e-7,5.842501e-7,-14.606,8.269197e-7,0,0,0,0
418,1780759701344,12.265,0,5.385182e-7,-1.252682e-7,5.528960e-7,-13.095,8.276255e-7,0,0,0,0
419,1780759701393,14.453,0,5.208430e-7,-1.132791e-7,5.330193e-7,-12.270,8.280909e-7,0,0,0,0
420,1780759701444,14.562,0,4.954963e-7,-1.095769e-7,5.074679e-7,-12.470,8.286128e-7,0,0,0,0
421,1780759701493,13.242,0,4.914989e-7,-1.195858e-7,5.058378e-7,-13.675,8.289438e-7,0,0,0,0
422,1780759701543,11.887,0,4.789157e-7,-1.314556e-7,4.966295e-7,-15.349,8.292450e-7,0,0,0,0
423,1780759701591,14.053,0,4.826169e-7,-1.565512e-7,5.073730e-7,-17.972,8.296027e-7,0,0,0,0
424,1780759701640,13.479,0,4.819185e-7,-1.843376e-7,5.159707e-7,-20.932,8.298515e-7,0,0,0,0
425,1780759701689,12.013,0,4.894208e-7,-2.153638e-7,5.347095e-7,-23.751,8.301314e-7,0,0,0,0
426,1780759701739,13.168,0,5.087900e-7,-2.585233e-7,5.707027e-7,-26.936,8.303310e-7,0,0,0,0
427,1780759701789,11.925,0,5.216181e-7,-2.977124e-7,6.005981e-7,-29.715,8.305753e-7,0,0,0,0
428,1780759701838,13.404,0,5.507603e-7,-3.397634e-7,6.471291e-7,-31.670,8.307709e-7,0,0,0,0
429,1780759701889,13.229,0,5.709977e-7,-3.699247e-7,6.803548e-7,-32.937,8.309812e-7,0,0,0,0
430,1780759701940,13.774,0,6.053707e-7,-4.013697e-7,7.263410e-7,-33.545,8.312952e-7,0,0,0,0
431,1780759701991,13.879,0,6.346761e-7,-4.247091e-7,7.636699e-7,-33.789,8.315784e-7,0,0,0,0
432,1780759702042,13.334,0,6.639764e-7,-4.441901e-7,7.988551e-7,-33.782,8.319901e-7,0,0,0,0
433,1780759702093,13.350,0,6.966526e-7,-4.578630e-7,8.336447e-7,-33.314,8.323674e-7,0,0,0,0
434,1780759702144,13.249,0,7.112930e-7,-4.557092e-7,8.447536e-7,-32.647,8.327927e-7,0,0,0,0
435,1780759702195,13.348,0,7.456083e-7,-4.501383e-7,8.709514e-7,-31.120,8.334473e-7,0,0,0,0
436,1780759702246,13.992,0,7.623285e-7,-4.328550e-7,8.766460e-7,-29.588,8.340286e-7,0,0,0,0
437,1780759702296,11.845,0,7.780198e-7,-4.166374e-7,8.825539e-7,-28.169,8.348916e-7,0,0,0,0
438,1780759702345,13.329,0,7.833859e-7,-3.966244e-7,8.780685e-7,-26.853,8.356123e-7,0,0,0,0
439,1780759702396,13.254,0,7.689164e-7,-3.701596e-7,8.533760e-7,-25.706,8.363607e-7,0,0,0,0
440,1780759702447,13.853,0,7.624811e-7,-3.441405e-7,8.365466e-7,-24.292,8.373795e-7,0,0,0,0
441,1780759702498,13.813,0,7.435769e-7,-3.106795e-7,8.058712e-7,-22.676,8.381502e-7,0,0,0,0
442,1780759702549,13.902,0,7.388088e-7,-2.794600e-7,7.898964e-7,-20.720,8.391914e-7,0,0,0,0
443,1780759702600,13.823,0,7.200675e-7,-2.470244e-7,7.612610e-7,-18.935,8.399905e-7,0,0,0,0
444,1780759702649,12.444,0,6.982646e-7,-2.175907e-7,7.313817e-7,-17.308,8.410221e-7,0,0,0,0
445,1780759702699,14.055,0,6.667266e-7,-1.865091e-7,6.923222e-7,-15.628,8.417503e-7,0,0,0,0
446,1780759702749,14.475,0,6.245091e-7,-1.575008e-7,6.440637e-7,-14.155,8.424084e-7,0,0,0,0
447,1780759702799,12.836,0,5.969828e-7,-1.373208e-7,6.125728e-7,-12.954,8.431772e-7,0,0,0,0
448,1780759702849,13.308,0,5.582048e-7,-1.207789e-7,5.711219e-7,-12.209,8.436799e-7,0,0,0,0
449,1780759702900,13.384,0,5.319911e-7,-1.165845e-7,5.446159e-7,-12.361,8.442467e-7,0,0,0,0
450,1780759702951,13.727,0,5.037420e-7,-1.110209e-7,5.158310e-7,-12.429,8.446130e-7,0,0,0,0
451,1780759703000,12.509,0,4.795167e-7,-1.064280e-7,4.911855e-7,-12.514,8.449248e-7,0,0,0,0
452,1780759703050,13.822,0,4.640719e-7,-1.037316e-7,4.755239e-7,-12.600,8.452740e-7,0,0,0,0
453,1780759703099,12.785,0,4.423380e-7,-1.024527e-7,4.540478e-7,-13.041,8.454831e-7,0,0,0,0
454,1780759703149,13.426,0,4.377450e-7,-1.133837e-7,4.521908e-7,-14.521,8.457040e-7,0,0,0,0
455,1780759703200,13.319,0,4.204448e-7,-1.257448e-7,4.388457e-7,-16.651,8.458224e-7,0,0,0,0
456,1780759703251,13.379,0,4.181500e-7,-1.354949e-7,4.395547e-7,-17.954,8.459097e-7,0,0,0,0
