frame_index,unix_ms,read_us,is_dup,pll_a,pll_b,overload_a,overload_b
1392,1780760383247,13249,0,0,0,0,0
1393,1780760383298,13376,0,0,0,0,0
1394,1780760383349,13435,0,0,0,0,0
1395,1780760383398,12485,0,0,0,0,0
1396,1780760383447,14436,0,0,0,0,0
1397,1780760383496,13445,0,0,0,0,0
1398,1780760383547,13224,0,0,0,0,0
1399,1780760383598,13238,0,0,0,0,0
1400,1780760383648,13690,0,0,0,0,0
1401,1780760383699,14496,0,0,0,0,0
1402,1780760383748,13406,0,0,0,0,0
1403,1780760383799,13316,0,0,0,0,0
1404,1780760383850,13481,0,0,0,0,0
1405,1780760383901,13244,0,0,0,0,0
1406,1780760383951,13709,0,0,0,0,0
1407,1780760384003,13428,0,0,0,0,0
1408,1780760384053,14294,0,0,0,0,0
1409,1780760384103,12310,0,0,0,0,0
1410,1780760384152,14200,0,0,0,0,0
1411,1780760384202,11843,0,0,0,0,0
1412,1780760384251,14277,0,0,0,0,0
1413,1780760384301,11858,0,0,0,0,0
1414,1780760384351,13558,0,0,0,0,0
1415,1780760384400,12080,0,0,0,0,0
1416,1780760384450,13365,0,0,0,0,0
1417,1780760384499,12521,0,0,0,0,0
1418,1780760384549,13246,0,0,0,0,0
1419,1780760384600,13337,0,0,0,0,0
1420,1780760384649,12406,0,0,0,0,0
1421,1780760384698,14418,0,0,0,0,0
1422,1780760384749,14539,0,0,0,0,0
1423,1780760384800,14236,0,0,0,0,0
1424,1780760384851,13750,0,0,0,0,0
1425,1780760384903,13363,0,0,0,0,0
1426,1780760384954,13273,0,0,0,0,0
1427,1780760385003,12345,0,0,0,0,0
1428,1780760385053,13254,0,0,0,0,0
1429,1780760385103,14373,0,0,0,0,0
1430,1780760385153,12250,0,0,0,0,0
1431,1780760385203,13680,0,0,0,0,0
1432,1780760385253,14270,0,0,0,0,0
1433,1780760385302,12734,0,0,0,0,0
1434,1780760385353,13277,0,0,0,0,0
1435,1780760385404,13361,0,0,0,0,0
1436,1780760385455,13280,0,0,0,0,0
1437,1780760385506,13298,0,0,0,0,0
1438,1780760385557,13279,0,0,0,0,0
1439,1780760385607,14168,0,0,0,0,0
1440,1780760385657,12652,0,0,0,0,0
1441,1780760385706,14058,0,0,0,0,0
1442,1780760385757,14549,0,0,0,0,0
1443,1780760385808,14174,0,0,0,0,0
1444,1780760385857,13150,0,0,0,0,0
1445,1780760385906,11911,0,0,0,0,0
1446,1780760385956,13480,0,0,0,0,0
1447,1780760386007,13337,0,0,0,0,0
1448,1780760386057,14143,0,0,0,0,0
1449,1780760386107,12199,0,0,0,0,0
1450,1780760386156,13952,0,0,0,0,0
1451,1780760386207,14616,0,0,0,0,0
1452,1780760386257,12172,0,0,0,0,0
1453,1780760386306,13949,0,0,0,0,0
1454,1780760386357,14514,0,0,0,0,0
1455,1780760386407,12158,0,0,0,0,0
1456,1780760386457,13286,0,0,0,0,0
1457,1780760386506,12087,0,0,0,0,0
1458,1780760386555,14241,0,0,0,0,0
1459,1780760386606,14609,0,0,0,0,0
1460,1780760386656,12046,0,0,0,0,0
1461,1780760386705,14374,0,0,0,0,0
1462,1780760386756,14583,0,0,0,0,0
1463,1780760386807,14446,0,0,0,0,0
1464,1780760386857,12086,0,0,0,0,0
1465,1780760386906,14035,0,0,0,0,0
1466,1780760386956,12343,0,0,0,0,0
1467,1780760387006,13387,0,0,0,0,0
1468,1780760387057,13276,0,0,0,0,0
1469,1780760387106,12127,0,0,0,0,0
1470,1780760387155,13722,0,0,0,0,0
1471,1780760387207,13373,0,0,0,0,0
1472,1780760387257,14066,0,0,0,0,0
1473,1780760387306,12849,0,0,0,0,0
1474,1780760387356,14420,0,0,0,0,0
1475,1780760387405,13107,0,0,0,0,0
1476,1780760387456,13271,0,0,0,0,0
1477,1780760387505,11778,0,0,0,0,0
1478,1780760387554,13646,0,0,0,0,0
1479,1780760387605,13726,0,0,0,0,0
1480,1780760387656,14089,0,0,0,0,0
1481,1780760387707,14568,0,0,0,0,0
1482,1780760387757,12104,0,0,0,0,0
1483,1780760387807,13218,0,0,0,0,0
1484,1780760387858,13422,0,0,0,0,0
1485,1780760387909,13149,0,0,0,0,0
1486,1780760387960,13221,0,0,0,0,0
1487,1780760388011,13374,0,0,0,0,0
1488,1780760388062,13341,0,0,0,0,0
1489,1780760388113,13313,0,0,0,0,0
1490,1780760388163,11692,0,0,0,0,0
1491,1780760388212,13376,0,0,0,0,0
1492,1780760388263,13203,0,0,0,0,0
1493,1780760388314,13324,0,0,0,0,0
1494,1780760388365,13296,0,0,0,0,0
1495,1780760388414,12069,0,0,0,0,0
1496,1780760388464,13276,0,0,0,0,0
1497,1780760388515,13351,0,0,0,0,0
1498,1780760388565,13827,0,0,0,0,0
1499,1780760388614,12761,0,0,0,0,0
1500,1780760388665,13245,0,0,0,0,0
1501,1780760388714,12558,0,0,0,0,0
1502,1780760388762,11982,0,0,0,0,0
1503,1780760388812,13368,0,0,0,0,0
1504,1780760388863,13199,0,0,0,0,0
1505,1780760388912,12193,0,0,0,0,0
1506,1780760388962,13346,0,0,0,0,0
1507,1780760389013,13365,0,0,0,0,0
1508,1780760389064,13281,0,0,0,0,0
1509,1780760389114,13750,0,0,0,0,0
1510,1780760389165,14479,0,0,0,0,0
1511,1780760389216,14631,0,0,0,0,0
1512,1780760389265,12641,0,0,0,0,0
1513,1780760389315,13826,0,0,0,0,0
1514,1780760389365,12075,0,0,0,0,0
1515,1780760389414,13886,0,0,0,0,0
1516,1780760389465,13762,0,0,0,0,0
1517,1780760389516,14622,0,0,0,0,0
1518,1780760389564,14450,0,0,0,0,0
1519,1780760389612,14009,0,0,0,0,0
1520,1780760389663,13600,0,0,0,0,0
1521,1780760389715,13357,0,0,0,0,0
1522,1780760389765,13647,0,0,0,0,0
1523,1780760389814,12620,0,0,0,0,0
1524,1780760389865,13277,0,0,0,0,0
1525,1780760389915,13921,0,0,0,0,0
1526,1780760389964,12743,0,0,0,0,0
1527,1780760390013,12411,0,0,0,0,0
1528,1780760390061,11797,0,0,0,0,0
1529,1780760390111,13481,0,0,0,0,0
1530,1780760390161,14277,0,0,0,0,0
1531,1780760390212,14581,0,0,0,0,0
1532,1780760390263,14516,0,0,0,0,0
1533,1780760390313,12441,0,0,0,0,0
1534,1780760390363,13259,0,0,0,0,0
1535,1780760390414,13315,0,0,0,0,0
1536,1780760390465,13273,0,0,0,0,0
1537,1780760390514,11743,0,0,0,0,0
1538,1780760390564,13241,0,0,0,0,0
1539,1780760390615,13386,0,0,0,0,0
1540,1780760390666,13290,0,0,0,0,0
1541,1780760390714,12717,0,0,0,0,0
1542,1780760390764,13629,0,0,0,0,0
1543,1780760390815,13817,0,0,0,0,0
1544,1780760390867,13195,0,0,0,0,0
1545,1780760390918,13338,0,0,0,0,0
1546,1780760390967,12219,0,0,0,0,0
1547,1780760391016,14527,0,0,0,0,0
1548,1780760391065,13241,0,0,0,0,0
1549,1780760391116,13371,0,0,0,0,0
1550,1780760391165,11671,0,0,0,0,0
1551,1780760391215,13432,0,0,0,0,0
1552,1780760391266,13253,0,0,0,0,0
1553,1780760391314,13142,0,0,0,0,0
1554,1780760391365,13225,0,0,0,0,0
1555,1780760391414,12128,0,0,0,0,0
1556,1780760391464,13267,0,0,0,0,0
1557,1780760391515,13367,0,0,0,0,0
1558,1780760391565,13720,0,0,0,0,0
1559,1780760391614,12743,0,0,0,0,0
1560,1780760391665,13340,0,0,0,0,0
1561,1780760391714,11852,0,0,0,0,0
1562,1780760391764,13311,0,0,0,0,0
1563,1780760391815,13356,0,0,0,0,0
1564,1780760391865,13751,0,0,0,0,0
1565,1780760391914,13343,0,0,0,0,0
1566,1780760391964,13680,0,0,0,0,0
1567,1780760392014,11804,0,0,0,0,0
1568,1780760392064,13268,0,0,0,0,0
1569,1780760392113,12383,0,0,0,0,0
1570,1780760392163,13307,0,0,0,0,0
1571,1780760392211,12704,0,0,0,0,0
1572,1780760392261,14391,0,0,0,0,0
1573,1780760392311,12690,0,0,0,0,0
1574,1780760392361,13258,0,0,0,0,0
1575,1780760392411,14392,0,0,0,0,0
1576,1780760392462,14559,0,0,0,0,0
1577,1780760392512,11990,0,0,0,0,0
1578,1780760392561,13837,0,0,0,0,0
1579,1780760392612,13638,0,0,0,0,0
1580,1780760392662,12450,0,0,0,0,0
1581,1780760392712,13361,0,0,0,0,0
1582,1780760392762,13788,0,0,0,0,0
1583,1780760392813,14388,0,0,0,0,0
1584,1780760392862,13241,0,0,0,0,0
1585,1780760392913,13363,0,0,0,0,0
1586,1780760392964,13305,0,0,0,0,0
1587,1780760393014,13756,0,0,0,0,0
1588,1780760393065,13699,0,0,0,0,0
1589,1780760393115,11760,0,0,0,0,0
1590,1780760393165,13389,0,0,0,0,0
1591,1780760393215,14381,0,0,0,0,0
1592,1780760393265,12577,0,0,0,0,0
1593,1780760393315,13367,0,0,0,0,0
1594,1780760393366,13220,0,0,0,0,0
1595,1780760393417,13377,0,0,0,0,0
1596,1780760393468,13305,0,0,0,0,0
1597,1780760393519,13303,0,0,0,0,0
1598,1780760393570,13592,0,0,0,0,0
1599,1780760393620,14601,0,0,0,0,0
1600,1780760393670,12474,0,0,0,0,0
1601,1780760393720,13497,0,0,0,0,0
1602,1780760393768,12910,0,0,0,0,0
1603,1780760393817,12159,0,0,0,0,0
1604,1780760393866,14393,0,0,0,0,0
1605,1780760393917,14578,0,0,0,0,0
1606,1780760393966,13012,0,0,0,0,0
1607,1780760394015,11760,0,0,0,0,0
1608,1780760394065,13236,0,0,0,0,0
1609,1780760394115,13686,0,0,0,0,0
1610,1780760394165,12319,0,0,0,0,0
1611,1780760394214,14246,0,0,0,0,0
1612,1780760394264,12564,0,0,0,0,0
1613,1780760394313,13855,0,0,0,0,0
1614,1780760394365,13271,0,0,0,0,0
1615,1780760394415,14308,0,0,0,0,0
1616,1780760394463,14089,0,0,0,0,0
1617,1780760394514,14617,0,0,0,0,0
1618,1780760394564,12079,0,0,0,0,0
1619,1780760394614,13321,0,0,0,0,0
1620,1780760394665,13230,0,0,0,0,0
1621,1780760394715,14263,0,0,0,0,0
1622,1780760394763,13659,0,0,0,0,0
1623,1780760394815,13300,0,0,0,0,0
1624,1780760394865,13697,0,0,0,0,0
1625,1780760394916,14328,0,0,0,0,0
1626,1780760394977,8399,0,0,0,0,0
1627,1780760395032,12514,0,0,0,0,0
1628,1780760395082,13194,0,0,0,0,0
1629,1780760395132,14029,0,0,0,0,0
1630,1780760395184,13570,0,0,0,0,0
1631,1780760395235,13246,0,0,0,0,0
1632,1780760395284,12540,0,0,0,0,0
1633,1780760395332,12027,1,0,0,0,0
1634,1780760395381,13898,0,0,0,0,0
1635,1780760395430,12749,0,0,0,0,0
1636,1780760395481,13329,0,0,0,0,0
1637,1780760395530,12419,0,0,0,0,0
1638,1780760395580,13286,0,0,0,0,0
1639,1780760395631,13265,0,0,0,0,0
1640,1780760395682,13262,0,0,0,0,0
1641,1780760395731,12318,0,0,0,0,0
1642,1780760395780,14357,0,0,0,0,0
1643,1780760395831,14379,0,0,0,0,0
1644,1780760395881,12298,0,0,0,0,0
1645,1780760395931,13255,0,0,0,0,0
1646,1780760395982,13229,0,0,0,0,0
1647,1780760396031,12179,0,0,0,0,0
1648,1780760396081,13249,0,0,0,0,0
1649,1780760396132,13274,0,0,0,0,0
1650,1780760396181,11972,0,0,0,0,0
1651,1780760396231,13271,0,0,0,0,0
1652,1780760396282,13253,0,0,0,0,0
1653,1780760396331,14576,0,0,0,0,0
1654,1780760396380,14164,1,0,0,0,0
1655,1780760396430,12345,0,0,0,0,0
1656,1780760396480,13264,0,0,0,0,0
1657,1780760396531,13258,0,0,0,0,0
1658,1780760396582,13235,0,0,0,0,0
1659,1780760396632,13998,0,0,0,0,0
1660,1780760396681,13008,1,0,0,0,0
1661,1780760396731,14096,0,0,0,0,0
1662,1780760396782,13932,0,0,0,0,0
1663,1780760396833,14028,0,0,0,0,0
1664,1780760396884,14484,0,0,0,0,0
1665,1780760396934,14633,0,0,0,0,0
1666,1780760396986,14570,0,0,0,0,0
1667,1780760397036,11836,0,0,0,0,0
1668,1780760397085,14216,0,0,0,0,0
1669,1780760397136,13895,0,0,0,0,0
1670,1780760397186,11866,0,0,0,0,0
1671,1780760397235,14222,0,0,0,0,0
1672,1780760397286,14452,0,0,0,0,0
1673,1780760397336,11997,0,0,0,0,0
1674,1780760397385,14540,0,0,0,0,0
1675,1780760397436,14358,0,0,0,0,0
1676,1780760397486,11902,0,0,0,0,0
1677,1780760397536,13207,0,0,0,0,0
1678,1780760397587,13412,0,0,0,0,0
1679,1780760397636,11791,0,0,0,0,0
1680,1780760397685,13651,0,0,0,0,0
1681,1780760397736,13805,0,0,0,0,0
1682,1780760397786,14598,0,0,0,0,0
1683,1780760397835,13857,0,0,0,0,0
1684,1780760397886,14470,0,0,0,0,0
1685,1780760397936,11781,0,0,0,0,0
1686,1780760397986,13254,0,0,0,0,0
1687,1780760398036,13754,0,0,0,0,0
1688,1780760398086,11843,0,0,0,0,0
1689,1780760398136,13183,0,0,0,0,0
1690,1780760398185,12378,0,0,0,0,0
1691,1780760398235,13506,0,0,0,0,0
1692,1780760398286,13329,0,0,0,0,0
1693,1780760398334,12905,0,0,0,0,0
1694,1780760398385,13282,0,0,0,0,0
1695,1780760398434,12118,0,0,0,0,0
1696,1780760398484,13380,0,0,0,0,0
1697,1780760398535,13289,0,0,0,0,0
1698,1780760398586,13271,0,0,0,0,0
1699,1780760398636,13854,0,0,0,0,0
1700,1780760398685,12891,0,0,0,0,0
1701,1780760398734,12255,0,0,0,0,0
1702,1780760398783,14364,0,0,0,0,0
1703,1780760398834,14406,0,0,0,0,0
1704,1780760398884,11727,0,0,0,0,0
1705,1780760398935,12455,0,0,0,0,0
1706,1780760398984,13642,0,0,0,0,0
1707,1780760399033,13127,0,0,0,0,0
1708,1780760399084,13353,0,0,0,0,0
1709,1780760399132,13038,1,0,0,0,0
1710,1780760399181,12295,0,0,0,0,0
1711,1780760399230,14425,0,0,0,0,0
1712,1780760399281,14463,0,0,0,0,0
1713,1780760399331,11943,0,0,0,0,0
1714,1780760399381,13226,0,0,0,0,0
1715,1780760399432,13220,0,0,0,0,0
1716,1780760399483,13227,0,0,0,0,0
1717,1780760399533,13667,0,0,0,0,0
1718,1780760399583,11779,1,0,0,0,0
1719,1780760399633,13256,0,0,0,0,0
1720,1780760399682,12379,1,0,0,0,0
1721,1780760399731,14129,0,0,0,0,0
1722,1780760399782,14513,0,0,0,0,0
1723,1780760399832,14539,0,0,0,0,0
1724,1780760399889,13684,0,0,0,0,0
1725,1780760399939,13429,0,0,0,0,0
1726,1780760399987,12671,0,0,0,0,0
1727,1780760400037,14316,0,0,0,0,0
1728,1780760400086,13515,0,0,0,0,0
1729,1780760400136,13641,0,0,0,0,0
1730,1780760400186,11873,0,0,0,0,0
1731,1780760400236,13329,0,0,0,0,0
1732,1780760400285,12268,0,0,0,0,0
1733,1780760400335,13261,0,0,0,0,0
1734,1780760400386,13302,0,0,0,0,0
1735,1780760400436,14157,0,0,0,0,0
1736,1780760400486,12174,0,0,0,0,0
1737,1780760400534,11759,0,0,0,0,0
1738,1780760400583,13762,0,0,0,0,0
1739,1780760400635,13218,0,0,0,0,0
1740,1780760400684,12202,0,0,0,0,0
1741,1780760400733,13513,0,0,0,0,0
1742,1780760400783,11918,1,0,0,0,0
1743,1780760400833,13273,0,0,0,0,0
1744,1780760400884,13284,0,0,0,0,0
1745,1780760400933,12305,1,0,0,0,0
1746,1780760400983,13302,0,0,0,0,0
1747,1780760401032,12053,1,0,0,0,0
1748,1780760401082,13297,0,0,0,0,0
1749,1780760401133,13317,0,0,0,0,0
1750,1780760401184,13280,0,0,0,0,0
1751,1780760401234,13655,0,0,0,0,0
1752,1780760401286,13334,0,0,0,0,0
1753,1780760401336,13802,0,0,0,0,0
1754,1780760401386,11866,0,0,0,0,0
1755,1780760401435,14126,0,0,0,0,0
1756,1780760401485,11753,0,0,0,0,0
1757,1780760401535,13213,0,0,0,0,0
1758,1780760401586,13322,0,0,0,0,0
1759,1780760401636,13840,0,0,0,0,0
1760,1780760401686,11758,0,0,0,0,0
1761,1780760401736,13270,0,0,0,0,0
1762,1780760401785,12113,0,0,0,0,0
1763,1780760401834,14395,0,0,0,0,0
1764,1780760401884,12415,0,0,0,0,0
1765,1780760401934,13339,0,0,0,0,0
1766,1780760401985,13280,0,0,0,0,0
1767,1780760402036,13219,0,0,0,0,0
1768,1780760402086,13803,0,0,0,0,0
1769,1780760402138,13290,0,0,0,0,0
1770,1780760402186,12589,0,0,0,0,0
1771,1780760402236,13771,0,0,0,0,0
1772,1780760402288,13233,0,0,0,0,0
1773,1780760402338,14406,0,0,0,0,0
1774,1780760402388,14549,0,0,0,0,0
1775,1780760402440,14452,0,0,0,0,0
1776,1780760402490,14569,0,0,0,0,0
1777,1780760402540,12603,0,0,0,0,0
1778,1780760402590,13624,0,0,0,0,0
1779,1780760402639,12798,0,0,0,0,0
1780,1780760402689,14162,0,0,0,0,0
1781,1780760402738,13469,0,0,0,0,0
1782,1780760402789,13241,0,0,0,0,0
1783,1780760402840,13374,0,0,0,0,0
1784,1780760402889,14592,0,0,0,0,0
1785,1780760402940,14643,0,0,0,0,0
1786,1780760402991,12370,0,0,0,0,0
1787,1780760403040,13633,0,0,0,0,0
1788,1780760403089,12643,0,0,0,0,0
1789,1780760403140,13227,0,0,0,0,0
1790,1780760403190,13653,0,0,0,0,0
1791,1780760403241,14145,0,0,0,0,0
1792,1780760403290,12552,0,0,0,0,0
1793,1780760403340,13544,0,0,0,0,0
1794,1780760403392,13431,0,0,0,0,0
1795,1780760403440,12593,0,0,0,0,0
1796,1780760403490,14178,0,0,0,0,0
1797,1780760403540,14615,0,0,0,0,0
1798,1780760403591,11738,0,0,0,0,0
1799,1780760403641,13272,0,0,0,0,0
1800,1780760403689,12565,0,0,0,0,0
1801,1780760403738,11713,0,0,0,0,0
1802,1780760403787,14092,0,0,0,0,0
1803,1780760403837,14514,0,0,0,0,0
1804,1780760403888,14546,0,0,0,0,0
1805,1780760403939,14472,0,0,0,0,0
1806,1780760403990,11647,0,0,0,0,0
1807,1780760404040,13215,0,0,0,0,0
1808,1780760404089,11902,0,0,0,0,0
1809,1780760404138,14181,0,0,0,0,0
1810,1780760404188,14541,0,0,0,0,0
1811,1780760404238,13089,0,0,0,0,0
1812,1780760404288,13625,0,0,0,0,0
1813,1780760404340,13219,0,0,0,0,0
1814,1780760404390,14351,0,0,0,0,0
1815,1780760404441,14304,0,0,0,0,0
1816,1780760404490,12674,0,0,0,0,0
1817,1780760404541,13099,0,0,0,0,0
1818,1780760404589,12572,0,0,0,0,0
1819,1780760404638,12467,0,0,0,0,0
1820,1780760404686,11884,0,0,0,0,0
1821,1780760404735,14108,0,0,0,0,0
1822,1780760404785,14551,0,0,0,0,0
1823,1780760404836,14607,0,0,0,0,0
1824,1780760404888,14459,0,0,0,0,0
1825,1780760404938,14492,0,0,0,0,0
1826,1780760404989,14624,0,0,0,0,0
1827,1780760405040,14552,0,0,0,0,0
1828,1780760405089,13887,0,0,0,0,0
1829,1780760405138,13219,0,0,0,0,0
1830,1780760405189,13277,0,0,0,0,0
1831,1780760405240,13317,0,0,0,0,0
1832,1780760405291,13306,0,0,0,0,0
1833,1780760405340,12317,0,0,0,0,0
1834,1780760405389,13633,0,0,0,0,0
1835,1780760405440,13637,0,0,0,0,0
1836,1780760405489,12580,0,0,0,0,0
1837,1780760405538,12450,0,0,0,0,0
1838,1780760405586,11753,0,0,0,0,0
1839,1780760405635,13662,0,0,0,0,0
1840,1780760405685,11603,0,0,0,0,0
1841,1780760405734,13795,0,0,0,0,0
1842,1780760405784,11648,0,0,0,0,0
1843,1780760405834,13380,0,0,0,0,0
1844,1780760405885,13277,0,0,0,0,0
1845,1780760405935,13690,0,0,0,0,0
1846,1780760405984,12733,0,0,0,0,0
1847,1780760406034,14385,0,0,0,0,0
1848,1780760406084,14615,0,0,0,0,0
1849,1780760406134,12784,0,0,0,0,0
1850,1780760406185,13267,0,0,0,0,0
1851,1780760406236,13304,0,0,0,0,0
1852,1780760406285,14494,0,0,0,0,0
1853,1780760406336,11726,0,0,0,0,0
1854,1780760406386,13258,0,0,0,0,0
1855,1780760406434,12536,0,0,0,0,0
1856,1780760406485,13347,0,0,0,0,0
1857,1780760406536,13255,0,0,0,0,0
1858,1780760406586,13798,0,0,0,0,0
1859,1780760406635,12685,0,0,0,0,0
1860,1780760406686,13320,0,0,0,0,0
1861,1780760406735,11809,0,0,0,0,0
1862,1780760406785,13311,0,0,0,0,0
1863,1780760406836,13332,0,0,0,0,0
1864,1780760406887,13443,0,0,0,0,0
1865,1780760406937,13760,0,0,0,0,0
1866,1780760406986,12746,0,0,0,0,0
1867,1780760407037,13277,0,0,0,0,0
1868,1780760407085,12487,0,0,0,0,0
1869,1780760407135,13679,0,0,0,0,0
1870,1780760407185,12113,0,0,0,0,0
1871,1780760407235,13246,0,0,0,0,0
1872,1780760407286,13270,0,0,0,0,0
1873,1780760407335,12261,0,0,0,0,0
1874,1780760407384,14367,0,0,0,0,0
1875,1780760407434,14592,0,0,0,0,0
1876,1780760407485,11978,0,0,0,0,0
1877,1780760407534,14268,0,0,0,0,0
1878,1780760407585,14314,0,0,0,0,0
1879,1780760407636,13769,0,0,0,0,0
1880,1780760407686,11817,0,0,0,0,0
1881,1780760407736,13221,0,0,0,0,0
1882,1780760407785,14480,0,0,0,0,0
1883,1780760407836,11781,0,0,0,0,0
1884,1780760407885,13664,0,0,0,0,0
1885,1780760407935,11952,0,0,0,0,0
1886,1780760407983,14548,0,0,0,0,0
1887,1780760408034,14476,0,0,0,0,0
1888,1780760408085,11649,0,0,0,0,0
1889,1780760408135,13212,0,0,0,0,0
1890,1780760408186,13278,0,0,0,0,0
1891,1780760408235,11738,0,0,0,0,0
1892,1780760408285,13204,0,0,0,0,0
1893,1780760408336,13217,0,0,0,0,0
1894,1780760408386,13767,0,0,0,0,0
1895,1780760408438,13273,0,0,0,0,0
1896,1780760408486,12720,0,0,0,0,0
1897,1780760408536,13726,0,0,0,0,0
1898,1780760408586,11751,0,0,0,0,0
1899,1780760408636,13282,0,0,0,0,0
1900,1780760408686,13751,0,0,0,0,0
1901,1780760408736,11750,0,0,0,0,0
1902,1780760408786,13277,0,0,0,0,0
1903,1780760408836,14048,0,0,0,0,0
1904,1780760408886,11758,0,0,0,0,0
1905,1780760408936,13344,0,0,0,0,0
1906,1780760408986,13741,0,0,0,0,0
1907,1780760409036,12237,0,0,0,0,0
1908,1780760409086,13361,0,0,0,0,0
1909,1780760409135,12367,0,0,0,0,0
1910,1780760409185,13295,0,0,0,0,0
1911,1780760409236,13291,0,0,0,0,0
1912,1780760409286,13754,0,0,0,0,0
1913,1780760409336,11891,0,0,0,0,0
1914,1780760409385,14224,0,0,0,0,0
1915,1780760409433,13788,0,0,0,0,0
1916,1780760409484,14257,0,0,0,0,0
1917,1780760409534,12275,0,0,0,0,0
1918,1780760409582,12055,1,0,0,0,0
1919,1780760409632,13252,0,0,0,0,0
1920,1780760409683,13241,0,0,0,0,0
1921,1780760409732,12430,1,0,0,0,0
1922,1780760409781,14201,0,0,0,0,0
1923,1780760409831,11822,0,0,0,0,0
1924,1780760409880,14366,0,0,0,0,0
1925,1780760409929,12707,0,0,0,0,0
1926,1780760409979,13443,0,0,0,0,0
1927,1780760410031,13279,0,0,0,0,0
1928,1780760410082,13301,0,0,0,0,0
1929,1780760410130,12577,0,0,0,0,0
1930,1780760410180,14219,0,0,0,0,0
1931,1780760410229,12473,0,0,0,0,0
1932,1780760410279,14378,0,0,0,0,0
1933,1780760410329,14476,0,0,0,0,0
1934,1780760410378,13772,0,0,0,0,0
1935,1780760410430,13243,0,0,0,0,0
1936,1780760410481,13324,0,0,0,0,0
1937,1780760410530,14526,0,0,0,0,0
1938,1780760410579,13543,0,0,0,0,0
1939,1780760410630,13730,0,0,0,0,0
1940,1780760410682,13289,0,0,0,0,0
1941,1780760410731,12084,0,0,0,0,0
1942,1780760410781,13363,0,0,0,0,0
1943,1780760410829,12739,0,0,0,0,0
1944,1780760410877,12548,0,0,0,0,0
1945,1780760410927,14366,0,0,0,0,0
1946,1780760410977,14507,0,0,0,0,0
1947,1780760411028,14603,0,0,0,0,0
1948,1780760411078,13064,0,0,0,0,0
1949,1780760411129,13203,0,0,0,0,0
1950,1780760411177,12544,0,0,0,0,0
1951,1780760411228,13352,0,0,0,0,0
1952,1780760411279,13298,0,0,0,0,0
1953,1780760411328,12103,0,0,0,0,0
1954,1780760411377,14000,0,0,0,0,0
1955,1780760411426,12763,0,0,0,0,0
1956,1780760411475,12014,0,0,0,0,0
1957,1780760411524,14260,0,0,0,0,0
1958,1780760411574,12307,0,0,0,0,0
1959,1780760411622,11792,0,0,0,0,0
1960,1780760411672,13284,0,0,0,0,0
1961,1780760411723,13308,0,0,0,0,0
1962,1780760411774,13276,0,0,0,0,0
1963,1780760411824,14182,0,0,0,0,0
1964,1780760411874,12281,0,0,0,0,0
1965,1780760411923,14049,0,0,0,0,0
1966,1780760411973,14509,0,0,0,0,0
1967,1780760412024,12024,0,0,0,0,0
1968,1780760412073,14124,0,0,0,0,0
1969,1780760412123,14581,0,0,0,0,0
1970,1780760412173,13207,0,0,0,0,0
1971,1780760412224,13299,0,0,0,0,0
1972,1780760412274,14203,0,0,0,0,0
1973,1780760412324,12172,0,0,0,0,0
1974,1780760412374,13298,0,0,0,0,0
1975,1780760412424,13568,0,0,0,0,0
1976,1780760412474,12267,0,0,0,0,0
1977,1780760412523,13610,0,0,0,0,0
1978,1780760412575,13365,0,0,0,0,0
1979,1780760412624,12167,0,0,0,0,0
1980,1780760412673,14233,0,0,0,0,0
1981,1780760412723,14536,0,0,0,0,0
1982,1780760412774,14617,0,0,0,0,0
1983,1780760412825,14529,0,0,0,0,0
1984,1780760412876,14506,0,0,0,0,0
1985,1780760412927,14552,0,0,0,0,0
1986,1780760412978,14591,0,0,0,0,0
1987,1780760413029,14425,0,0,0,0,0
1988,1780760413079,12458,0,0,0,0,0
1989,1780760413130,13232,0,0,0,0,0
1990,1780760413178,12579,0,0,0,0,0
1991,1780760413229,13371,0,0,0,0,0
1992,1780760413280,13348,0,0,0,0,0
1993,1780760413329,12046,0,0,0,0,0
1994,1780760413378,13667,0,0,0,0,0
1995,1780760413429,13587,0,0,0,0,0
1996,1780760413478,12822,0,0,0,0,0
1997,1780760413527,11737,0,0,0,0,0
1998,1780760413576,13445,0,0,0,0,0
1999,1780760413628,13309,0,0,0,0,0
2000,1780760413679,13218,0,0,0,0,0
2001,1780760413730,13286,0,0,0,0,0
2002,1780760413781,13357,0,0,0,0,0
2003,1780760413829,12397,0,0,0,0,0
2004,1780760413880,13300,0,0,0,0,0
2005,1780760413931,13358,0,0,0,0,0
2006,1780760413982,13317,0,0,0,0,0
2007,1780760414031,14667,0,0,0,0,0
2008,1780760414082,14523,0,0,0,0,0
2009,1780760414133,14553,0,0,0,0,0
2010,1780760414184,14510,0,0,0,0,0
2011,1780760414234,13201,0,0,0,0,0
2012,1780760414285,13319,0,0,0,0,0
2013,1780760414336,13280,0,0,0,0,0
2014,1780760414385,12079,0,0,0,0,0
2015,1780760414434,13689,0,0,0,0,0
2016,1780760414484,12228,0,0,0,0,0
2017,1780760414532,11893,1,0,0,0,0
2018,1780760414581,14136,0,0,0,0,0
2019,1780760414632,13880,0,0,0,0,0
2020,1780760414682,11893,1,0,0,0,0
2021,1780760414732,13353,0,0,0,0,0
2022,1780760414781,12088,0,0,0,0,0
2023,1780760414830,14135,0,0,0,0,0
2024,1780760414880,14505,0,0,0,0,0
2025,1780760414930,13048,0,0,0,0,0
